Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total_On_Board,Total_Fatal_Serious,Injury_Fraction,Destroyed,make_model
20001214X42095,Accident,SEA83LA036,1983-01-01,"NEWPORT, OR",United States,,,ONP,NEWPORT MUNICIPAL,Non-Fatal,Substantial,N1296M,Cessna,182P,No,1,Piston,Personal,0.0,0.0,1.0,3.0,VMC,Approach,Probable Cause,,4.0,0.0,0.0,False,Cessna 182P
20001214X42067,Accident,MKC83LA056,1983-01-01,"WOODBINE, IA",United States,,,3YR,MUNICIPAL,Non-Fatal,Substantial,N2639C,Cessna,182RG,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Cessna 182RG
20001214X42063,Accident,MKC83LA050,1983-01-01,"MARYVILLE, MO",United States,,,78Y,RANKIN,Non-Fatal,Substantial,N58664,Cessna,182P,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Cessna 182P
20001214X42018,Accident,LAX83FUG11,1983-01-01,"UPLAND, CA",United States,,,CCB,CABLE,Non-Fatal,Substantial,N3084R,Piper,PA-28R-200,No,1,Piston,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,,2.0,0.0,0.0,False,Piper PA-28R-200
20001214X41951,Accident,CHI83LA074,1983-01-01,"SPRINGBROOK, WI",United States,,,,SPRINGBROOK,Non-Fatal,Substantial,N89399,Cessna,140,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Cessna 140
20001214X42010,Accident,LAX83FA064,1983-01-02,"MONTEREY, CA",United States,,,,,Non-Fatal,Destroyed,N1947E,Cessna,340A,No,2,Piston,Personal,0.0,0.0,4.0,0.0,VMC,Takeoff,Probable Cause,,4.0,0.0,0.0,True,Cessna 340A
20001214X41937,Accident,CHI83FA069,1983-01-02,"GENOA CITY, WI",United States,,,64C,VINCENT,Fatal(2),Destroyed,N3168G,North American,T-6G,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,,2.0,2.0,1.0,True,North American T-6G
20001214X41919,Accident,ATL83FA081,1983-01-02,"BEAUFORT, SC",United States,,,,,Fatal(3),Destroyed,N8066P,Piper,PA-24-250,No,1,Piston,Personal,3.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,3.0,3.0,1.0,True,Piper PA-24-250
20001214X41994,Accident,FTW83LA073,1983-01-02,"BIG SPRING, TX",United States,,,21XS,BIG SPRING MUNICIPAL,Non-Fatal,Substantial,N9435Q,Beech,V-35B,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,,3.0,0.0,0.0,False,Beech V-35B
20001214X41976,Accident,DEN83LA047,1983-01-02,"VERNAL, UT",United States,,,VEL,VERNAL MUNI.,Non-Fatal,Substantial,N6732B,Beech,A36,No,1,Piston,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,,2.0,0.0,0.0,False,Beech A36
20001214X41950,Accident,CHI83LA073,1983-01-02,"MONEE, IL",United States,,,C56,SANGER,Non-Fatal,Substantial,N9699B,Cessna,180,No,1,Piston,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,,4.0,0.0,0.0,False,Cessna 180
20001214X41948,Accident,CHI83LA071,1983-01-02,"PLATO CENTER, IL",United States,,,LL53,OLSON,Non-Fatal,Substantial,N4292V,Cessna,170,No,1,Piston,Personal,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Cessna 170
20001214X41947,Accident,CHI83LA070,1983-01-02,"GREENBURG, IN",United States,,,,,Non-Fatal,Substantial,N7230G,Cessna,172,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,,3.0,0.0,0.0,False,Cessna 172
20001214X41927,Accident,ATL83LA080,1983-01-02,"LAUREL, MS",United States,,,PIB,PINE BELT REGIONAL,Non-Fatal,Substantial,N5291M,Swearingen,SA-226TC,No,2,Turboprop,Personal,0.0,0.0,0.0,20.0,IMC,Cruise,Probable Cause,,20.0,0.0,0.0,False,Swearingen SA-226TC
20001214X41924,Accident,ATL83FIG03,1983-01-02,"HANCOCK, MD",United States,,,W35,POTOMAC AIRPARK,Fatal(1),Substantial,N8515U,Cessna,172F,No,1,Piston,Personal,1.0,1.0,2.0,0.0,VMC,Maneuvering,Probable Cause,,4.0,2.0,0.5,False,Cessna 172F
20001214X42087,Accident,SEA83FA038,1983-01-03,"WILLARD, WA",United States,,,,,Fatal(5),Destroyed,N6087C,Cessna,T303,No,2,Piston,Business,5.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,,5.0,5.0,1.0,True,Cessna T303
20001214X42017,Accident,LAX83FUA02,1983-01-03,"AVALON, CA",United States,,,AVX,CATALINA,Fatal(2),Destroyed,N2239M,Piper,PA-28-161,No,1,Piston,Personal,2.0,2.0,0.0,0.0,VMC,Go-around,Probable Cause,,4.0,4.0,1.0,True,Piper PA-28-161
20001214X42023,Accident,LAX83FXQ02,1983-01-03,"MAMMOTH LAKES, CA",United States,,,MMF,MAMMOTH,Non-Fatal,Substantial,N1931T,Piper,PA-28-235,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,,1.0,0.0,0.0,False,Piper PA-28-235
20001214X42011,Accident,LAX83FA066,1983-01-03,"VAN NUYS, CA",United States,,,VNY,VAN NUYS,Non-Fatal,Substantial,N49750,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 152
20001214X41949,Accident,CHI83LA072,1983-01-03,"DETROIT, MI",United States,,,DET,DETROIT CITY,Non-Fatal,Substantial,N25920,Piper,PA-38-112,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Piper PA-38-112
20001214X41995,Accident,FTW83LA075,1983-01-03,"ORLA, TX",United States,,,,,Non-Fatal,Substantial,N5289Y,Cessna,T210N,No,1,Piston,Unknown,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,,1.0,1.0,1.0,False,Cessna T210N
20001214X42086,Accident,SEA83FA037,1983-01-05,"PORTLAND, OR",United States,,,TTD,PORTLAND-TROUTDALE,Fatal(1),Destroyed,N5370Y,Cessna,T210N,No,1,Piston,Unknown,1.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,,1.0,1.0,1.0,True,Cessna T210N
20001214X42080,Accident,NYC83LA048,1983-01-05,"GRANVILLE, PA",United States,,,,,Non-Fatal,Destroyed,N29947,North American,AT-6D,No,1,Piston,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,True,North American AT-6D
20001214X42071,Accident,NYC83FA049,1983-01-05,"ATLANTIC CITY, NJ",United States,,,ACY,ATLANTIC CITY,Fatal(2),Destroyed,N7619Y,Piper,PA-30,No,2,Piston,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,,2.0,2.0,1.0,True,Piper PA-30
20001214X41969,Accident,DEN83FA044,1983-01-05,"ALMY, WY",United States,,,EVW,EVANSTON MUNI,Fatal(1),Destroyed,N6893L,Piper,AEROSTAR 602P,No,2,Piston,Business,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,,1.0,1.0,1.0,True,Piper AEROSTAR 602P
20001214X41939,Accident,CHI83FA076,1983-01-05,"HANOVER PARK, IL",United States,,,063,SCHAUMBURG,Fatal(3),Destroyed,N9621Q,Cessna,172M,No,1,Piston,Personal,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,,3.0,3.0,1.0,True,Cessna 172M
20001214X41920,Accident,ATL83FA083,1983-01-05,"PEACHTREE CITY, GA",United States,,,2A9,FALCON,Non-Fatal,Destroyed,N9234S,Beech,C23,No,1,Piston,Personal,0.0,4.0,0.0,0.0,VMC,Takeoff,Probable Cause,,4.0,4.0,1.0,True,Beech C23
20001214X42079,Accident,NYC83LA047,1983-01-05,"CENTRE HALL, PA",United States,,,N16,CENTRE,Non-Fatal,Substantial,N4911G,Cessna,172N,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 172N
20001214X41928,Accident,ATL83LA082,1983-01-05,"HORSE CAVE, KY",United States,,,,,Non-Fatal,Substantial,N1741X,Cessna,T210L,Yes,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Cessna T210L
20001214X42044,Accident,MIA83FA057,1983-01-06,"LA BELLE, FL",United States,,,,,Fatal(2),Destroyed,N89225,Cessna,152,No,1,Piston,Personal,2.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,,2.0,2.0,1.0,True,Cessna 152
20001214X41996,Accident,FTW83LA077,1983-01-06,"SAN ANGELO, TX",United States,,,SJT,SAN ANGELO,Non-Fatal,Destroyed,N5276U,Cessna,172RG,No,1,Piston,Aerial Observation,0.0,0.0,0.0,1.0,VMC,,Probable Cause,,1.0,0.0,0.0,True,Cessna 172RG
20001214X42026,Accident,LAX83LA068,1983-01-06,"BAKERSFIELD, CA",United States,,,L45,BAKERSFIELD,Non-Fatal,Substantial,N38916,Piper,PA-28-161,No,1,Piston,Business,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,,1.0,0.0,0.0,False,Piper PA-28-161
20001214X41970,Accident,DEN83FA045,1983-01-06,"SULA, MT",United States,,,,,Fatal(1),Substantial,N55LW,Bell,206B III,No,1,Turbo Shaft,Personal,1.0,1.0,0.0,0.0,IMC,Cruise,Probable Cause,,2.0,2.0,1.0,False,Bell 206B III
20001214X41918,Accident,ANC84LA001,1983-01-06,"TOGIAK, AK",United States,,,TOG,TOGIAK,Non-Fatal,Substantial,N4924E,Cessna,185,No,1,Piston,Unknown,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,,2.0,0.0,0.0,False,Cessna 185
20001214X41912,Accident,ANC83LA029,1983-01-06,"TIGVARIAK ISL., AK",United States,,,1,,Non-Fatal,Substantial,N2150S,Bell,212,No,2,Turbo Shaft,Unknown,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,,8.0,0.0,0.0,False,Bell 212
20001214X42096,Accident,SEA83LA039,1983-01-07,"NEAR YAKIMA, WA",United States,,,,,Non-Fatal,,N292WA,Boeing,727,No,3,Turbo Fan,Unknown,0.0,1.0,0.0,36.0,IMC,Climb,Probable Cause,,37.0,1.0,0.02702702702702703,False,Boeing 727
20001214X42072,Accident,NYC83FA050,1983-01-07,"MONTGOMERY, NY",United States,,,MGJ,ORANGE COUNTY,Non-Fatal,Destroyed,N223JN,Piper,PA-30,No,2,Piston,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,,2.0,0.0,0.0,True,Piper PA-30
20001214X42043,Accident,LAX83LXQ03,1983-01-07,"2 MI EAST MINA, NV",United States,,,,,Non-Fatal,Substantial,N25334,Cessna,152,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,False,Cessna 152
20001214X42027,Accident,LAX83LA069,1983-01-07,"NEAR VACAVILLE, CA",United States,,,,,Non-Fatal,Substantial,N4027D,Hiller,UH-12E,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Hiller UH-12E
20001214X42005,Accident,FTW83LA095,1983-01-07,"HOUSTON, TX",United States,,,HOU,WM. P. HOBBY,Non-Fatal,Substantial,N448,Cessna,421C,No,2,Piston,Executive/corporate,0.0,0.0,0.0,4.0,IMC,Landing,Probable Cause,,4.0,0.0,0.0,False,Cessna 421C
20001214X41999,Accident,FTW83LA082,1983-01-07,"MANGUM, OK",United States,,,,,Non-Fatal,Substantial,N4171P,Piper,PA-23-160,No,2,Piston,Ferry,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Piper PA-23-160
20001214X41997,Accident,FTW83LA080,1983-01-07,"CANADIAN, TX",United States,,,1ES,HEMPHILL CO.,Non-Fatal,Substantial,N8849A,Beech,B35,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,,3.0,0.0,0.0,False,Beech B35
20001214X41977,Accident,DEN83LA048,1983-01-07,"GLADE PARK, CO",United States,,,,,Non-Fatal,Substantial,N3886P,Cessna,P210N,No,1,Piston,Business,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,,5.0,0.0,0.0,False,Cessna P210N
20001214X41904,Accident,ANC83FA030,1983-01-07,"ANIAK, AK",United States,,,ANI,ANIAK,Non-Fatal,Substantial,N7389U,Cessna,207A,No,1,Piston,Unknown,0.0,0.0,0.0,7.0,VMC,Takeoff,Probable Cause,,7.0,0.0,0.0,False,Cessna 207A
20051208X01953,Accident,SEA83LA209,1983-01-08,"Goldendale, WA",United States,46.041111,-120.849722,,,Fatal(2),Destroyed,N8807R,Bellanca,14-19-3,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-03-2006,2.0,2.0,1.0,True,Bellanca 14-19-3
20001214X42045,Accident,MIA83FA058,1983-01-08,"GREEN COVE SPGS, FL",United States,,,7 FL,HALLER AIRPORT,Fatal(2),Destroyed,N6503G,Cessna,150,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,,2.0,2.0,1.0,True,Cessna 150
20001214X41983,Accident,FTW83FA078,1983-01-08,"ROMAYOR, TX",United States,,,,DUKES FIELD,Fatal(2),Destroyed,N6049G,Cessna,150K,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,,2.0,2.0,1.0,True,Cessna 150K
20001214X42081,Accident,NYC83LA051,1983-01-08,"SUSSEX, NJ",United States,,,N63,SUSSEX,Non-Fatal,Substantial,N72280,Cessna,140,No,1,Piston,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,,1.0,1.0,1.0,False,Cessna 140
20001214X42073,Accident,NYC83FA052,1983-01-08,"MILFORD, CT",United States,,,BDR,SIKORSKI MEMORIAL,Non-Fatal,Substantial,N9017Y,Robinson,R22,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Robinson R22
20001214X41925,Accident,ATL83FKJ02,1983-01-08,"ELBA, AL",United States,,,14J,CARL FOLSOM,Non-Fatal,Substantial,N1860K,Luscombe,8E,No,1,Piston,Personal,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,,1.0,1.0,1.0,False,Luscombe 8E
20001214X42041,Accident,LAX83LJA04,1983-01-09,"NEAR HONOLULU, HI",United States,,,,,Non-Fatal,Destroyed,N32658,Piper,PA-28-151,No,1,Piston,Personal,0.0,0.0,1.0,2.0,VMC,Cruise,Probable Cause,,3.0,0.0,0.0,True,Piper PA-28-151
20001214X41984,Accident,FTW83FA079,1983-01-09,"CUSHING, OK",United States,,,,,Fatal(2),Destroyed,N7778M,Mooney,M20E,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,,2.0,2.0,1.0,True,Mooney M20E
20001214X41935,Accident,ATL83MA084A,1983-01-09,"CHERRY POINT, NC",United States,,,,,Fatal(7),Destroyed,N7142N,Beech,D55,Yes,2,Piston,Personal,7.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,9.0,7.0,0.7777777777777778,True,Beech D55
20001214X42065,Accident,MKC83LA052,1983-01-09,"SPRINGFIELD, MO",United States,,,,,Non-Fatal,Substantial,N1847A,Beech,200,No,2,Turboprop,Business,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Beech 200
20001214X42000,Accident,FTW83LA083,1983-01-09,"BANDERA, TX",United States,,,T33,FLYING L. RANCH,Non-Fatal,Substantial,N32978,Piper,PA-28R-200,No,1,Piston,Personal,0.0,0.0,0.0,4.0,VMC,Taxi,Probable Cause,,4.0,0.0,0.0,False,Piper PA-28R-200
20001214X41953,Accident,CHI83LA078,1983-01-09,"ASHKUM, IL",United States,,,,,Non-Fatal,Substantial,N8343E,Mooney,M20A,No,1,Piston,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,False,Mooney M20A
20001214X42062,Incident,MKC83IA054,1983-01-10,"ST. LOUIS, MO",United States,,,STL,LAMBERT-ST. LOUIS,Incident,Minor,N8200Q,Cessna,402B,No,2,Piston,Unknown,0.0,0.0,0.0,4.0,VMC,Standing,Probable Cause,,4.0,0.0,0.0,False,Cessna 402B
20001214X42052,Accident,MIA83LA059,1983-01-10,"NEW SMYRNA BCH, FL",United States,,,34J,NEW SMYRNA BEACH,Non-Fatal,Substantial,N278Q,Enstrom,F-28A,No,1,Piston,Ferry,0.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,,2.0,0.0,0.0,False,Enstrom F-28A
20001214X42028,Accident,LAX83LA070,1983-01-10,"PALO ALTO, CA",United States,,,PAO,PALO ALTO,Non-Fatal,Substantial,N19304,Cessna,150L,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Cessna 150L
20001214X41913,Accident,ANC83LA031,1983-01-10,"WAINWRIGHT, AK",United States,,,5WW,WAINWRIGHT,Non-Fatal,Substantial,N3575A,Piper,PA-32R-301,No,1,Piston,Unknown,0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,,6.0,0.0,0.0,False,Piper PA-32R-301
20001214X41992,Incident,FTW83IA084,1983-01-11,"HOUSTON, TX",United States,,,IAH,HOUSTON INTERCONT.,Incident,,N23021,Bell,222,No,2,Turbo Shaft,Unknown,0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,,6.0,0.0,0.0,False,Bell 222
20001214X42088,Accident,SEA83FA040,1983-01-11,"NEWPORT, OR",United States,,,ONP,NEWPORT MUNICIPAL,Non-Fatal,Substantial,N644PH,Bell,206B,No,1,Turbo Shaft,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,,3.0,0.0,0.0,False,Bell 206B
20001214X41998,Accident,FTW83LA081,1983-01-11,"TEMPLE, TX",United States,,,TPL,TEMPLE MUNICIPAL,Non-Fatal,Substantial,N1781D,Cessna,170A,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Cessna 170A
20001214X41921,Accident,ATL83FA086,1983-01-11,"QUINTON, VA",United States,,,W96,NEW KENT,Non-Fatal,Substantial,N5175X,Champion,7ECA,No,1,Piston,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,,2.0,0.0,0.0,False,Champion 7ECA
20001214X42058,Accident,MIA83LA070,1983-01-11,CULEBRA,,,,,,Non-Fatal,Destroyed,N20FH,Piper,PA-32-260,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,True,Piper PA-32-260
20001214X42089,Accident,SEA83FA041,1983-01-12,"REDMOND, OR",United States,,,RDM,ROBERT FIELD,Non-Fatal,Substantial,N9751Y,Beech,35-B33,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,,1.0,0.0,0.0,False,Beech 35-B33
20001214X41954,Accident,CHI83LA079,1983-01-12,"SPRINGFIELD, OH",United States,,,SGH,SPRINGFIELD,Non-Fatal,Substantial,N25353,Piper,PA-38-112,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Piper PA-38-112
20001214X42090,Accident,SEA83FA042,1983-01-13,"SUNRIVER, OR",United States,,,S21,SUNRIVER,Fatal(1),Destroyed,N29757,Bellanca,8KCAB,No,1,Piston,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,,1.0,1.0,1.0,True,Bellanca 8KCAB
20001214X41940,Accident,CHI83FA080,1983-01-13,"GLENVIEW, IL",United States,,,,,Non-Fatal,Destroyed,N6347W,Piper,PA-28-140,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,,2.0,0.0,0.0,True,Piper PA-28-140
20001214X41910,Incident,ANC83IA034,1983-01-13,"NEAR CORDOVA, AK",United States,,,,,Incident,Minor,N2660S,Cessna,185,No,1,Piston,Public Aircraft,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 185
20001214X41905,Accident,ANC83FA032,1983-01-13,"CORDOVA, AK",United States,,,,,Fatal(1),Destroyed,N74PR,Bell,206B,No,1,Turbo Shaft,Public Aircraft,1.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,,2.0,2.0,1.0,True,Bell 206B
20001214X41932,Accident,ATL83LA090,1983-01-13,"GREENVILLE, SC",United States,,,GMU,GREENVILLE,Non-Fatal,Substantial,N7737Y,Piper,PA-30,No,2,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Piper PA-30
20001214X42033,Accident,LAX83LA077,1983-01-14,"SAN MARTIN, CA",United States,,,Q99,SOUTH COUNTY,Non-Fatal,Substantial,N9927V,Cessna,R172K,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,,2.0,0.0,0.0,False,Cessna R172K
20001214X42002,Accident,FTW83LA090,1983-01-14,"BELLE CHASE, LA",United States,,,LA03,BELLE CHASE,Non-Fatal,Substantial,N3533U,Piper,PA-31-350,No,2,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Piper PA-31-350
20001214X41955,Accident,CHI83LA081,1983-01-14,"GREEN BAY, WI",United States,,,GRB,AUSTIN STRAUBEL,Non-Fatal,Substantial,N9916B,Cessna,172 RG,No,1,Piston,Personal,0.0,1.0,1.0,0.0,IMC,Cruise,Probable Cause,,2.0,1.0,0.5,False,Cessna 172 RG
20001214X41971,Accident,DEN83FA049,1983-01-15,"SISSETON, SD",United States,,,8D3,SISSETON,Fatal(1),Destroyed,N9079B,Robinson,R22,No,1,Piston,Instructional,1.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,,1.0,1.0,1.0,True,Robinson R22
20001214X42053,Accident,MIA83LA060,1983-01-15,"KEY LARGO, FL",United States,,,,,Non-Fatal,Substantial,N1737Z,Cessna,336,No,2,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Cessna 336
20001214X42030,Accident,LAX83LA072,1983-01-15,"BARSTOW, CA",United States,,,,,Non-Fatal,Substantial,N2422A,Piper,PA-38-112,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,,1.0,0.0,0.0,False,Piper PA-38-112
20001214X42029,Accident,LAX83LA071,1983-01-15,"EL CAJON, CA",United States,,,SEE,GILLESPIE,Non-Fatal,Substantial,N5730P,Piper,PA-24-250,No,1,Piston,Personal,0.0,2.0,2.0,0.0,VMC,Takeoff,Probable Cause,,4.0,2.0,0.5,False,Piper PA-24-250
20001214X42003,Accident,FTW83LA091,1983-01-15,"NACOGDOCHES, TX",United States,,,OCH,EAST TEXAS REGIONAL,Non-Fatal,Substantial,N45344,Grumman American,AA-5B,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,,2.0,0.0,0.0,False,Grumman American AA-5B
20001214X41986,Accident,FTW83FA092,1983-01-15,"MIDLAND, TX",United States,,,,,Non-Fatal,Substantial,N45528,Cessna,150,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Cessna 150
20001214X41974,Accident,DEN83FTI03,1983-01-15,"GALEN, MT",United States,,,,,Non-Fatal,Substantial,N4610Y,Piper,PA-18-150,No,1,Piston,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,,1.0,1.0,1.0,False,Piper PA-18-150
20001214X42024,Incident,LAX83IA073,1983-01-16,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES,Incident,Minor,N9664,Boeing,747-123,No,4,Turbo Fan,Personal,0.0,0.0,0.0,412.0,VMC,Taxi,Probable Cause,,412.0,0.0,0.0,False,Boeing 747-123
20001214X42076,Accident,NYC83FHA03,1983-01-16,"NEW HOPE, PA",United States,,,N54,BUEHL FIELD,Non-Fatal,Substantial,N8604C,Piper,PA-22-135,No,1,Piston,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,,1.0,1.0,1.0,False,Piper PA-22-135
20001214X42022,Accident,LAX83FVM07,1983-01-16,"SAN JOSE, CA",United States,,,RHV,REID-HILLVIEW,Non-Fatal,Substantial,N15HR,Pitts,S1S,Yes,1,Piston,Personal,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Pitts S1S
20001214X42001,Accident,FTW83LA089,1983-01-16,"LOREAUVILLE, LA",United States,,,,WIND MILL,Non-Fatal,Substantial,N1071F,Cessna,A185F,No,1,Piston,Personal,0.0,1.0,0.0,2.0,VMC,Takeoff,Probable Cause,,3.0,1.0,0.3333333333333333,False,Cessna A185F
20001214X41985,Accident,FTW83FA088,1983-01-16,"CARROLLTON, TX",United States,,,ADS,ADDISON,Non-Fatal,Substantial,N737VQ,Cessna,172N,No,1,Piston,Personal,0.0,1.0,0.0,2.0,VMC,Approach,Probable Cause,,3.0,1.0,0.3333333333333333,False,Cessna 172N
20001214X41958,Accident,CHI83LA084,1983-01-16,"WHEATON, IL",United States,,,,,Non-Fatal,Substantial,N3318F,Cessna,182,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Cessna 182
20001214X41957,Accident,CHI83LA083,1983-01-16,"CAMPBELL, MN",United States,,,,,Non-Fatal,Substantial,N9218U,Cessna,150,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,,3.0,0.0,0.0,False,Cessna 150
20001214X42004,Accident,FTW83LA093,1983-01-16,"BAY CITY, TX",United States,,,,,Non-Fatal,Substantial,TGSAB,Douglas,DC-3,No,2,Piston,Unknown,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,,2.0,0.0,0.0,False,Douglas DC-3
20001214X42097,Accident,SEA83LA043,1983-01-17,"POCATELLO, ID",United States,,,PIH,POCATELLO MUNI.,Non-Fatal,Substantial,N28163,Bellanca,17-30A,No,1,Piston,Business,0.0,0.0,0.0,1.0,IMC,Go-around,Probable Cause,,1.0,0.0,0.0,False,Bellanca 17-30A
20001214X41930,Accident,ATL83LA088,1983-01-17,"PORTSMOUTH, VA",United States,,,PVG,HAMPTON ROADS,Non-Fatal,Substantial,N150RF,Cessna,150,No,1,Piston,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,,1.0,0.0,0.0,False,Cessna 150
20001214X42031,Accident,LAX83LA074,1983-01-17,"DIXON, CA",United States,,,SUU,TRAVIS AFB,Non-Fatal,Substantial,N6239B,Aero Commander,500,No,2,Piston,Unknown,0.0,0.0,0.0,2.0,IMC,Cruise,Probable Cause,,2.0,0.0,0.0,False,Aero Commander 500
