Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total_On_Board,Total_Fatal_Serious,Injury_Fraction,Destroyed,make_model
20160808X74417,Accident,GAA16CA421,2016-08-02,"Oak Island, NC",United States,335557N,0078418W,SUT,CAPE FEAR RGNL JETPORT/HOWIE F,Non-Fatal,Substantial,N24447,Cessna,172,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain pitch control during the landing flare, which resulted in a hard landing and substantial damage to the firewall.",25-09-2020,1.0,0.0,0.0,False,Cessna 172
20160828X14750,Incident,DCA16WA216,2016-08-02,"Mbuji Mayi, Central Africa",Central Africa,006716S,0023348E,,,Non-Fatal,Minor,9Q-DBJ,Boeing,737,No,1,,,0.0,0.0,0.0,7.0,,,,25-09-2020,7.0,0.0,0.0,False,Boeing 737
20160803X01548,Accident,DCA16RA206,2016-08-03,"Dubai, Turks And Caicos",Turks And Caicos,,,,,Fatal,Destroyed,A6-EMW,Boeing,777,No,1,,,0.0,0.0,0.0,300.0,,,,25-09-2020,300.0,0.0,0.0,True,Boeing 777
20160803X31656,Accident,GAA16CA412,2016-08-03,"Belen, NM",United States,034393N,1064937W,E80,ALEXANDER MUNI,Non-Fatal,Substantial,N72580,Cessna,120,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and a ground loop.",25-09-2020,1.0,0.0,0.0,False,Cessna 120
20160803X61838,Accident,GAA16CA413,2016-08-03,"Cross Keys, NJ",United States,401755N,0743119W,17N,CROSS KEYS,Non-Fatal,Substantial,N84371,Cessna,172,No,1,Piston,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain lateral bank control during final approach, which resulted with an impact with a tree and substantial damage to the left and right wings.",25-09-2020,1.0,1.0,1.0,False,Cessna 172
20160803X75916,Accident,ERA16FA279,2016-08-03,"Destin, FL",United States,302226N,0862815W,DTS,Destin Executive,Fatal,Destroyed,N2735A,Cessna,414,No,2,Piston,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilot's loss of control due to spatial disorientation shortly after takeoff, while maneuvering over water during dark night conditions.",25-09-2020,1.0,1.0,1.0,True,Cessna 414
20160804X62813,Accident,GAA16CA416,2016-08-03,"Palm Springs, CA",United States,333813N,0116923W,TRM,JACQUELINE COCHRAN RGNL,Non-Fatal,Substantial,N5203H,Cessna,172,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during an aborted landing, which resulted in a runway excursion and a nose over in rough terrain.",25-09-2020,1.0,0.0,0.0,False,Cessna 172
20160830X31131,Accident,DCA16WA218,2016-08-03,"Lusikisuki, near Port John, Eastern Cape Province, South Africa",South Africa,311815S,0295548E,,,Fatal,Destroyed,ZS-RXW,ROBINSON,R44,No,1,,,4.0,0.0,0.0,0.0,,,,25-09-2020,4.0,4.0,1.0,True,ROBINSON R44
20160721X33517,Accident,ANC16CA051,2016-08-04,"Homer, AK",United States,059357N,1511946W,HOM,HOMER,Non-Fatal,Substantial,N719TF,ROBINSON HELICOPTER COMPANY,R44 II,No,1,Piston,Business,0.0,0.0,0.0,3.0,VMC,,"An in-flight collision with a bird resulting in damage to a tail rotor blade, which required replacement.",25-09-2020,3.0,0.0,0.0,False,ROBINSON HELICOPTER COMPANY R44 II
20160805X22208,Accident,GAA16CA417,2016-08-04,"Everett, WA",United States,047549N,1221659W,PAE,SNOHOMISH COUNTY (PAINE FLD),Non-Fatal,Substantial,N4801D,Cessna,172,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain clearance from the building door, which resulted in substantial damage to the left wing.",25-09-2020,1.0,0.0,0.0,False,Cessna 172
20160809X31823,Accident,GAA16CA423,2016-08-04,"Bivalve, MD",United States,381759N,0755314W,,Private Landing Field,Non-Fatal,Substantial,N90HF,Beechcraft,F33,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's excessive airspeed during landing, which resulted in a runway overrun, and impact with a ditch.",25-09-2020,2.0,0.0,0.0,False,Beechcraft F33
20160805X32217,Accident,CEN16LA306,2016-08-05,"Russellville, OH",United States,385255N,0835258W,KGEO,Brown County,Non-Fatal,Substantial,N10770,Cessna,150L,No,1,Piston,Personal,0.0,1.0,0.0,1.0,VMC,,"A partial loss of engine power due to a fatigue crack of the No. 2 cylinder cooling fin, which resulted in failure of the No. 2 cylinder.  
 ",25-09-2020,2.0,1.0,0.5,False,Cessna 150L
20160805X34814,Accident,ANC16FA052,2016-08-05,"Wasilla, AK",United States,613411N,1493246W,IYS,WASILLA,Non-Fatal,Substantial,N30CC,DEHAVILLAND,DHC 2,No,1,Turboprop,Personal,0.0,2.0,0.0,2.0,VMC,,"The failure of both pilots to see and avoid each other while landing at a non-tower-controlled airport, which resulted in a midair collision. Contributing to the accident was the absence of radio calls from the Cessna during the traffic pattern preceding the accident.",25-09-2020,4.0,2.0,0.5,False,DEHAVILLAND DHC 2
20160805X53232,Accident,DCA16WA210,2016-08-05,"Bergamo, Italy",Italy,,,,,,Substantial,HA-FAX,Boeing,737,No,1,,,0.0,0.0,0.0,0.0,,,,25-09-2020,0.0,0.0,,False,Boeing 737
20160808X23924,Accident,CEN16LA310,2016-08-05,"Indianola, IA",United States,412455N,0933341W,IA41,Laverty Field Airport,Fatal,Destroyed,N4707M,Piper,PA-11,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,,"The pilot's inadequate preflight planning, which resulted in the airplane being operated above its maximum gross weight, degraded its climb performance, and led to an aerodynamic stall during the initial climb.",25-09-2020,2.0,2.0,1.0,True,Piper PA-11
20160809X25153,Accident,CEN16LA314,2016-08-05,"Valley City, ND",United States,465331N,0981137W,-,Private Strip,Non-Fatal,Substantial,N5599X,AERO COMMANDER,S2R,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate preflight inspection and fuel planning, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020,1.0,0.0,0.0,False,AERO COMMANDER S2R
20160809X72256,Accident,GAA16CA424,2016-08-05,"Sunriver, OR",United States,435239N,0121279W,S21,SUNRIVER,Non-Fatal,Substantial,N9250K,STINSON,108,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll in gusting wind conditions, which resulted in runway excursion and nose-over.",25-09-2020,1.0,0.0,0.0,False,STINSON 108
20160825X42401,Accident,CEN16LA332,2016-08-05,"Miller, MO",United States,371350N,0935549W,MO9,KINGSLEY AIRFIELD,Non-Fatal,Substantial,N6542Z,Piper,PA 25-235,No,1,Piston,Flight Test,0.0,0.0,0.0,1.0,VMC,,"The mechanic's improper installation of the left aileron swage fitting, which resulted in an inflight loss of control.",25-09-2020,1.0,0.0,0.0,False,Piper PA 25-235
20160831X40558,Accident,DCA16WA219,2016-08-05,"Drakensburg Mountain, South Africa",South Africa,285927S,0029858E,,,,Destroyed,ZS-HBS,ROBINSON,R66,No,1,,,0.0,0.0,0.0,0.0,,,,25-09-2020,0.0,0.0,,True,ROBINSON R66
20160906X24205,Accident,CEN16LA356,2016-08-05,"Waco, TX",United States,313644N,0971349W,KACT,Waco Regional,Non-Fatal,Substantial,N323DC,Cessna,P210N,No,1,Piston,Personal,0.0,0.0,0.0,5.0,VMC,,"The failure of the right main landing gear (MLG) down-lock mechanism, which resulted in the collapse of the landing gear. The root cause of the right MLG down-lock mechanism could not be determined because the components were not available for examination.",25-09-2020,5.0,0.0,0.0,False,Cessna P210N
20160806X52719,Accident,ERA16LA280,2016-08-06,"Northampton, MA",United States,421941N,0723640W,7B2,Northampton Airport,Non-Fatal,Substantial,N3783M,Piper,PA 28R-201,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,,"The failure of the alternate air valve plate hinge pin, which caused the alternate air valve plate to lodge in the fuel servo assembly, which resulted in a restriction of air to the fuel servo assembly, a loss of engine power, and an off-airport emergency landing.",25-09-2020,2.0,0.0,0.0,False,Piper PA 28R-201
20160808X41242,Accident,CEN16LA311,2016-08-06,"Cardington, OH",United States,402945N,0082548W,3OH7,My Place Airport,Non-Fatal,Destroyed,N2601Y,Cessna,180,No,1,Piston,Personal,0.0,1.0,0.0,0.0,VMC,,"The partial loss of engine power due to carburetor icing during an attempted go-around.",25-09-2020,1.0,1.0,1.0,True,Cessna 180
20160809X20707,Accident,GAA16CA422,2016-08-06,"Hillsborough, OR",United States,452542N,1225632W,7S3,STARK'S TWIN OAKS AIRPARK,Non-Fatal,Substantial,N4026A,Cessna,195,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to attain a proper touchdown point and loss of directional control and her subsequent excessive brake application, which resulted in a nose-over.",25-09-2020,2.0,0.0,0.0,False,Cessna 195
20160812X50606,Accident,CEN16WA318,2016-08-06,"Winchelsea, East Sussex, United Kingdom",United Kingdom,,,,,Fatal,,G-CDER,Piper,PA28,No,1,,,1.0,0.0,0.0,0.0,,,,25-09-2020,1.0,1.0,1.0,False,Piper PA28
20160907X35746,Accident,GAA16CA471,2016-08-06,"Hillsboro, OH",United States,391650N,0834033W,,,Non-Fatal,Substantial,N7292P,Piper,PA24,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's descent below the intended glidepath during the approach, which resulted in an impact with a ditch prior to the runway.",25-09-2020,2.0,0.0,0.0,False,Piper PA24
20160817X93540,Incident,ENG16WA032,2016-08-07,"Over the Pacific, PO",UN,,,GUM,GUAM INTL,Non-Fatal,,VH-VKK,Boeing,787,No,2,Turbo Fan,,0.0,0.0,0.0,320.0,,,,25-09-2020,320.0,0.0,0.0,False,Boeing 787
20160808X81145,Accident,ERA16LA281,2016-08-07,"Shelbyville, KY",United States,038722N,0085733W,3KY9,MILES FIELD,Non-Fatal,Substantial,N924WZ,VANS,RV4,Yes,1,Piston,Personal,0.0,0.0,1.0,0.0,VMC,,"The partial loss of engine power due to carburetor icing. Contributing to the accident was the pilots failure to effectively use carburetor heat.",25-09-2020,1.0,0.0,0.0,False,VANS RV4
20160808X92449,Accident,ERA16WA283,2016-08-07,"Voronezhskaya oblast, Russia",Russia,505228N,0395259E,,,Non-Fatal,Substantial,RA-06347,ROBINSON,R66,No,1,Turbo Shaft,,0.0,0.0,5.0,0.0,Unk,,,25-09-2020,5.0,0.0,0.0,False,ROBINSON R66
20160808X03845,Accident,ERA16LA286,2016-08-08,"McDonough, NY",United States,422635N,0754814W,,,Non-Fatal,Destroyed,N30923,Cessna,177,No,1,Piston,Personal,0.0,4.0,0.0,0.0,VMC,,"The pilots improper recovery from a slow flight configuration at low altitude, which resulted in an exceedance of the airplanes critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilots decision to operate at low altitude.",25-09-2020,4.0,4.0,1.0,True,Cessna 177
20160808X65051,Accident,CEN16LA312,2016-08-08,"Hickory Ridge, AR",United States,352357N,0009107W,,,Fatal,Substantial,N634LA,AIR TRACTOR INC,AT-502B,No,1,Turboprop,Aerial Application,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from a transmission line while maneuvering at low altitude.,25-09-2020,1.0,1.0,1.0,False,AIR TRACTOR INC AT-502B
20160810X23719,Accident,WPR16LA163,2016-08-08,"Torrance, CA",United States,033484N,0118206W,TOA,ZAMPERINI FIELD,Non-Fatal,Substantial,N756FZ,Cessna,TR182,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,,"The failure of the right main landing gear to fully extend for reasons that could not be determined because postaccident examination and testing did not reveal any evidence of preimpact mechanical failures or malfunctions that would have precluded normal operation. 

 
",25-09-2020,2.0,0.0,0.0,False,Cessna TR182
20160811X35334,Accident,ERA16WA287,2016-08-09,"Fredonia, Colombia",Colombia,055622N,0753630W,,,Fatal,Substantial,HK4822G,Cessna,172,No,1,,Instructional,2.0,0.0,1.0,0.0,VMC,,,25-09-2020,3.0,2.0,0.6666666666666666,False,Cessna 172
20160814X02523,Accident,CEN16CA319,2016-08-09,"Arlington, TX",United States,323955N,0097538W,GKY,ARLINGTON MUNI,Non-Fatal,Substantial,N544SP,Cessna,172S,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper recovery from a bounced landing.,25-09-2020,1.0,0.0,0.0,False,Cessna 172S
20160810X82409,Accident,CEN16FA315,2016-08-10,"Howe, TX",United States,033343N,0963439W,,,Fatal,Substantial,N9277R,HUGHES,269C,No,1,Piston,Instructional,1.0,0.0,1.0,0.0,VMC,,"The improper execution of an autorotation following the loss of engine power, which resulted in an uncontrolled descent into terrain. Contributing to the accident was the flight instructor's lack of remedial action during the autorotation.",25-09-2020,2.0,1.0,0.5,False,HUGHES 269C
20160816X05940,Accident,CEN16LA322,2016-08-10,"Sandusky, MI",United States,043278N,0825033W,Y83,SANDUSKY CITY,Non-Fatal,Substantial,N30313,Piper,J5C,No,1,Piston,Personal,0.0,1.0,1.0,0.0,VMC,,"The pilot's improper landing flare, which resulted in a bounced landing, and a subsequent loss of control followed by a runway excursion.",25-09-2020,2.0,1.0,0.5,False,Piper J5C
20160815X01623,Accident,GAA16CA427,2016-08-11,"Hamburg, NY",United States,424148N,0785455W,4G2,HAMBURG INC,Non-Fatal,Substantial,N2259Q,Piper,PA28,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to perform a go-around, which resulted in a landing area overshoot, a runway overrun, a landing gear collapse, and a collision with a guard rail.",25-09-2020,3.0,0.0,0.0,False,Piper PA28
20160817X74927,Accident,CEN16WA325,2016-08-11,"Peterborough, Canada",Canada,,,,,Fatal,Substantial,C-FSYH,Piper,PA38,No,1,Piston,Personal,1.0,0.0,0.0,0.0,VMC,,,25-09-2020,1.0,1.0,1.0,False,Piper PA38
20160812X50604,Accident,ERA16FA288,2016-08-12,"Fredericksburg, VA",United States,381546N,0772711W,EZF,SHANNON,Fatal,Substantial,N128VB,Beechcraft,95 B55 (T42A),No,2,Piston,Personal,6.0,0.0,0.0,0.0,VMC,,"The pilot(s) failure to maintain adequate airspeed during an attempted go-around, which resulted in an exceedance of the airplane's critical angle of attack and an aerodynamic stall.",25-09-2020,6.0,6.0,1.0,False,Beechcraft 95 B55 (T42A)
20160813X12710,Accident,WPR16LA165,2016-08-12,"Gunnison, UT",United States,003934N,1115122W,,,Non-Fatal,Substantial,N247DB,ROBINSON HELICOPTER COMPANY,R44 II,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,,"A total loss of engine power for reasons that could not be determined based on the available evidence. 
",25-09-2020,1.0,0.0,0.0,False,ROBINSON HELICOPTER COMPANY R44 II
20160816X70910,Accident,GAA16CA431,2016-08-12,"Hillsboro, OR",United States,453217N,1225652W,HIO,PORTLAND-HILLSBORO,Non-Fatal,Substantial,N48440,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper pitch control during the landing flare, which resulted in a porpoise and substantial damage to the engine mount.",25-09-2020,1.0,0.0,0.0,False,Cessna 152
20161014X22113,Accident,CEN16WA395,2016-08-12,"Sayaxche, Guatemala",Guatemala,,,,,Non-Fatal,Substantial,TG-CHB,BELL,206,No,1,,,0.0,2.0,1.0,1.0,,,,25-09-2020,4.0,2.0,0.5,False,BELL 206
20160813X90947,Accident,ANC16FA057,2016-08-13,"Chugiak, AK",United States,612514N,1492942W,BCV,BIRCHWOOD,Fatal,Destroyed,N9541S,CHAMPION,7ECA,No,1,Piston,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain proper airspeed and his exceedance of the airplane's critical angle of attack during a steep low-altitude turn following a loss of engine power, which resulted in an aerodynamic stall and subsequent loss of control at too low of an altitude to recover. The reason for the loss of engine power could not be determined because postaccident examination revealed no mechanical malfunctions that would have precluded normal operation.",25-09-2020,1.0,1.0,1.0,True,CHAMPION 7ECA
20160815X12510,Accident,CEN16LA320,2016-08-13,"Des Moines, IA",United States,413320N,0934129W,DSM,Des Moines International Arpt,Non-Fatal,Destroyed,N314BF,CIRRUS DESIGN CORP,SR20,No,1,Piston,Personal,0.0,3.0,0.0,1.0,VMC,,"The two separations in the induction system due to improper installation and/or maintenance, which resulted in a partial loss of engine power during initial climb.",25-09-2020,4.0,3.0,0.75,True,CIRRUS DESIGN CORP SR20
20160815X43320,Accident,ERA16LA291,2016-08-13,"Marlboro, NJ",United States,040176N,0741322W,,,Non-Fatal,Substantial,N71497,LUSCOMBE,8,No,1,Piston,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's inadequate in-flight fuel management, which resulted in fuel exhaustion and the subsequent total loss of engine power.",25-09-2020,1.0,0.0,0.0,False,LUSCOMBE 8
20160816X44909,Accident,ERA16LA293,2016-08-13,"Shirley, NY",United States,404919N,0072521W,HWV,BROOKHAVEN,Non-Fatal,Substantial,N3666J,Cessna,150G,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,,"Maintenance personnels inadequate maintenance and inspection of the airplane, which resulted in the left elevator attachment bolt backing out of the nutplate, and partial inflight separation and damage of the elevator.",06-05-2021,2.0,0.0,0.0,False,Cessna 150G
20160816X45403,Accident,CEN16LA323,2016-08-13,"Skiatook, OK",United States,362252N,0096037W,2F6,Skiatook Municipal Airport,Non-Fatal,Substantial,N29225,Cessna,TU206C,No,1,Piston,Skydiving,0.0,7.0,0.0,0.0,VMC,,A total loss of engine power after takeoff for reasons that could not be determined based on the available information.,25-09-2020,7.0,7.0,1.0,False,Cessna TU206C
20160829X53416,Accident,GAA16CA454,2016-08-13,"Fort Lauderdale, FL",United States,261136N,0080951W,FXE,FORT LAUDERDALE EXECUTIVE,Non-Fatal,Minor,N8166U,Piper,PA 34,No,2,Piston,Positioning,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to ensure that the brake was fully engaged and his subsequent failure to notice that his airplane was rolling forward, which resulted in it hitting another airplane.",25-09-2020,3.0,0.0,0.0,False,Piper PA 34
20160817X93423,Accident,CEN16LA324,2016-08-14,"Lino Lakes, MN",United States,004590N,0009371W,MN24,SURFSIDE AIRPORT,Non-Fatal,Substantial,N50437,BELLANCA,7ECA,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,,"A partial loss of engine power due to the formation of carburetor ice, which resulted in reduced climb capability and impact with vegetation and terrain during takeoff. ",25-09-2020,2.0,0.0,0.0,False,BELLANCA 7ECA
20160908X75856,Accident,GAA16CA473,2016-08-14,"Fulton, MO",United States,385026N,0009209W,FTT,ELTON HENSLEY MEMORIAL,Non-Fatal,Substantial,N78242,Cessna,172,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots improper landing flare and subsequent improper recovery from a bounced landing, which resulted in the airplane porpoising. 
",25-09-2020,1.0,0.0,0.0,False,Cessna 172
20160817X05516,Accident,GAA16CA432,2016-08-15,"North Conway, NH",United States,004425N,0071735W,,,Non-Fatal,Substantial,N7157X,Cessna,150,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper fuel management, which resulted in fuel exhaustion, a total loss of engine power, a forced landing, and nose over.",25-09-2020,1.0,0.0,0.0,False,Cessna 150
20160819X61537,Accident,GAA16CA436,2016-08-16,"Anchor Point, AK",United States,059483N,1515046W,,,Non-Fatal,Substantial,N8097N,Piper,PA18,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from obstacles while landing on a coastal beach.,25-09-2020,1.0,0.0,0.0,False,Piper PA18
20160824X03156,Accident,ERA16WA298,2016-08-16,"Charallave, Venezuela",Venezuela,101725N,0664854W,SVCS,Oscar Machado Zuloaga Internat,Fatal,Destroyed,YV3051,Cessna,550,No,2,Turbo Fan,,2.0,0.0,0.0,0.0,VMC,,,25-09-2020,2.0,2.0,1.0,True,Cessna 550
20160903X81207,Accident,CEN16WA345,2016-08-16,"Czech Republic, Czech Republic",Czech Republic,000000N,0000000E,,,,Substantial,OK-GES,ROBINSON,R44,No,1,,,0.0,0.0,0.0,0.0,,,,25-09-2020,0.0,0.0,,False,ROBINSON R44
20161026X45105,Accident,DCA16WA240,2016-08-16,"Antalaha, Morocco",Morocco,145956S,0051913E,,,,Substantial,5R-MEK,Cessna,401,No,1,,,0.0,0.0,0.0,0.0,,,,25-09-2020,0.0,0.0,,False,Cessna 401
20160818X05043,Accident,ERA16CA294,2016-08-17,"Newnan, GA",United States,331841N,0844611W,CCO,Newnan Coweta County,Non-Fatal,Substantial,N5250B,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper decision to land long and maintain excessive speed during the landing roll. Contributing to the accident was the student pilot's decision to maintain full flaps and aft yoke inputs at a higher speed, reducing his ability to stop the airplane on the runway.",25-09-2020,1.0,0.0,0.0,False,Cessna 152
20160818X34337,Accident,GAA16CA434,2016-08-17,"Anchorage, AK",United States,611545N,1493917W,FRN,BRYANT AAF,Non-Fatal,Substantial,N2704Q,Cessna,182,No,1,Piston,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's failure to maintain a controlled landing flare, which resulted in a hard landing. Contributing to the accident was the pilot's inattention and distraction.",25-09-2020,4.0,0.0,0.0,False,Cessna 182
20160822X24755,Accident,GAA16CA437,2016-08-17,"Belle Plaine, MN",United States,443926N,0934644W,7Y7,A R S SPORT STRIP,Non-Fatal,Substantial,N631TK,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,,"The student pilot's improper pitch technique after rotation during a short field take off, which resulted in the right wing impacting the ground and a nose gear collapse.",25-09-2020,2.0,0.0,0.0,False,Cessna 152
20160829X54344,Accident,GAA16CA455,2016-08-17,"Sleetmute, AK",United States,614219N,0015791W,NONE,Alaska Adventures Airstrip,Non-Fatal,Substantial,N8076Z,Cessna,U206,No,1,Piston,Business,0.0,0.0,0.0,1.0,VMC,,"The pilot's exceedance of the critical angle of attack during the landing flare, which resulted in an aerodynamic stall and a hard landing.",25-09-2020,1.0,0.0,0.0,False,Cessna U206
20160819X53243,Accident,CEN16FA328,2016-08-19,"Center, CO",United States,374442N,0106133W,,,Fatal,Destroyed,N8870Q,AERO COMMANDER,S2R,No,1,Turboprop,Aerial Application,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain airplane control during a low-level maneuver, which resulted in an aerodynamic stall.",25-09-2020,1.0,1.0,1.0,True,AERO COMMANDER S2R
20160819X95608,Accident,ERA16LA295,2016-08-19,"Hollywood, FL",United States,026136N,0803534W,,,Non-Fatal,Substantial,N16499,Piper,PA34,No,2,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,,"Maintenance personnels failure to comply with an airworthiness directive for the propeller, which resulted in a propeller hub failure due to fatigue.",25-09-2020,2.0,0.0,0.0,False,Piper PA34
20160822X54432,Accident,GAA16CA440,2016-08-19,"Palmer, AK",United States,061171N,1482646W,,,Non-Fatal,Substantial,N5408Y,Piper,PA 18-150,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's excessive brake application during the landing roll resulting in a nose over.,25-09-2020,2.0,0.0,0.0,False,Piper PA 18-150
20160823X22819,Accident,GAA16CA443,2016-08-19,"Klamath Falls, OR",United States,042928N,0121444W,LMT,CRATER LAKE-KLAMATH RGNL,Non-Fatal,Substantial,N185SC,Cessna,A185,No,1,Piston,Other,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper landing flare, which resulted in the airplane porpoising and the subsequent loss of directional control.",25-09-2020,2.0,0.0,0.0,False,Cessna A185
20160829X91320,Accident,ERA16LA300,2016-08-19,"Littleton, MA",United States,423126N,0712930W,6B6,MINUTE MAN AIR FIELD,Non-Fatal,Substantial,N9230U,Cessna,150,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,,"A total loss of engine power during descent for reasons that could not be determined because postaccident examination of the airframe and engine revealed no anomalies that would have precluded normal operation.
",25-09-2020,1.0,0.0,0.0,False,Cessna 150
20160822X91159,Accident,GAA16CA442,2016-08-20,"Anchorage, AK",United States,061153N,1494834W,EDF,ELMENDORF AFB,Non-Fatal,Substantial,N35408,Cessna,172,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,,"The facility's designation of the taxiway for use by maintenance personnel to conduct high thrust tests without appropriate safeguards in place, which led to maintenance personnel conducting high-power, run-up thrust procedures across the active taxiway and resulted in the loss of directional control of a light, single-engine airplane on the taxiway when it encountered a sudden, unexpected blast of engine thrust.",25-09-2020,2.0,0.0,0.0,False,Cessna 172
20160822X31417,Accident,GAA16CA438,2016-08-21,"Fayetteville, TN",United States,035348N,0863347W,FYM,FAYETTEVILLE MUNI,Non-Fatal,Substantial,N185DK,Cessna,A185,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a runway excursion and a ground loop.",25-09-2020,1.0,0.0,0.0,False,Cessna A185
20160824X52928,Accident,GAA16CA446,2016-08-21,"Caldwell, ID",United States,433828N,0116385W,EUL,CALDWELL INDUSTRIAL,Non-Fatal,Substantial,N4477R,Cessna,A185,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during the landing roll in crosswind conditions, which resulted in a ground loop.",25-09-2020,2.0,0.0,0.0,False,Cessna A185
20160825X21438,Accident,GAA16CA448,2016-08-21,"Miami, FL",United States,253843N,0802558W,TMB,MIAMI EXECUTIVE,Non-Fatal,Substantial,N94939,Cessna,152,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper pitch control during landing, which resulted in a bounced landing, and a nose landing gear collapse.",25-09-2020,1.0,0.0,0.0,False,Cessna 152
20160922X94831,Accident,GAA16CA497,2016-08-22,"Brunswick, GA",United States,031915N,0812332W,SSI,MCKINNON ST SIMONS ISLAND,Non-Fatal,Substantial,N204AK,CIRRUS DESIGN CORP,SR20,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,,"The total loss of engine power during takeoff due to a loose B-nut on the fuel flow divider input fuel line fitting, which resulted in a fuel leak and fuel starvation. 
",25-09-2020,1.0,0.0,0.0,False,CIRRUS DESIGN CORP SR20
20160823X90755,Accident,GAA16CA445,2016-08-23,"Nanwalek, AK",United States,591241N,1513318W,KEB,NANWALEK,Non-Fatal,Substantial,N91025,Cessna,T207,No,1,Piston,,0.0,0.0,0.0,1.0,VMC,,"The pilots unstabilized approach and a subsequent runway overrun while landing on a short runway in variable wind conditions.
",25-09-2020,1.0,0.0,0.0,False,Cessna T207
20160825X83222,Accident,GAA16CA447,2016-08-23,"Williamsport, PA",United States,411436N,0765529W,IPT,WILLIAMSPORT RGNL,Non-Fatal,Substantial,N9480E,Cessna,172,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's distraction during taxi operations, which resulted in the airplane's left wing impacting a hangar.",25-09-2020,1.0,0.0,0.0,False,Cessna 172
20160826X43408,Accident,GAA16CA449,2016-08-24,"Fallbrook, CA",United States,332116N,0117152W,L18,FALLBROOK COMMUNITY AIRPARK,Non-Fatal,Substantial,N4810N,Cessna,182,No,1,Piston,Instructional,0.0,2.0,0.0,0.0,VMC,,"The flight instructor's failure to go-around and the subsequent long landing and his failure to maintain directional control, which resulted in a runway excursion.",25-09-2020,2.0,2.0,1.0,False,Cessna 182
